Name,Guild,Race,Total Level,Items
Dhuumfire,Lost,Human Male,71443,
Bob444732,Duwang,Human Male,93651,
Arestta,Available,Human Female,80116,
Eniad,Eggie,Human Female,97411,
Rizumi,Blood,Human Female,70511,
Maxbo,Heir,Giant Female,65853,
snifl,,Human Female,0,
Aisol,,Human Male,0,
Iidiia,Delirium,Elf Female,13278,
Sistinabayle,,Human Female,0,
Petalshot,,Elf Male,0,
Duckderp,Endowed,Human Female,99655,
Moopet,,Human Female,0,
Soren00,Profound,Human Male,53378,
Roselinne,,Human Female,34303,
Nishiokun,Ratccoon,Human Female,76400,
Octotatsumor,Zodiacs,Human Female,51650,
Lucyhd,Hiraeth,Human Female,27926,
biskdon,Lost,Human Female,73360,19407;1020004;1400011
Neagan,Zantetsuken,Human Female,72870,
Exnihilo,Ascend,Human Male,45508,
Richnixon,Vales,Giant Male,5367,
Matt666,,Elf Male,0,
Lillinette3,Eloquent,Human Female,8672,
Eaoh,Luxubu,Elf Female,47541,
Kyori,Hiraeth,Elf Female,45737,
Onnivin,Sinister,Human Male,30690,
Elfkr,Inquisitors,Elf Male,34842,
Serachets,Sheepies,Human Female,22433,
Bigtrip,,Giant Female,3106,
Sairaphim,Boundaries,Elf Male,61999,
Mewtis,Rememberance,Elf Female,60780,
Retikal,Nomad,Human Male,53860,
Kaechie,Goodmorning,Human Male,76075,
Learadoll,Asleep,Elf Female,33574,
Tenebrist,,Human Male,0,
Shinabozu,Rikka,Human Male,28856,
Bloom,,Elf Female,28849,
Mokopi,Mazoku,Elf Female,73817,
Wivernfung,Noctis,Human Male,66449,
Sarahstriker,,Human Female,310,
Ledahrose,Laevateinn,Human Female,45648,
Heidra,,Human Female,21537,
Sphynx,,Elf Male,43784,
Kelari,Mistake,Elf Female,61058,
Synnesstra,,Human Female,0,
Sazii,Eloquent,Elf Male,35998,
Akalasan,,Giant Female,24104,
Seere,Fateless,Human Male,60176,
Sunye,Sword,Human Female,130070,19407
Ninns,Isekai,Human Female,40307,
Dodgeball,Shenanigans,Giant Male,47778,
Badain,Hanyou,Giant Female,34974,
Vocalight,Blossom,Human Female,23020,
Fluffyrogue,Severe,Human Female,44630,
Florayoyo,Isekai,Elf Female,24405,
Fynnifynn11,,Human Female,10015,
Ayorenny,Laundrysoap,Elf Male,499,
Ursus,Sakura,Human Female,58117,
Silphori,Hollow,Human Female,69453,
Taylorswift,,Human Female,141,
Thunderfrost,Optimates,Elf Male,5352,
Mizukifelyne,Prudentia,Elf Female,42114,
Kunmaru,Takingover,Human Male,67869,
Angelbeets,Dementia,Elf Female,54965,
Azhey,Wander,Human Male,42817,
Renjaminz,Labor,Human Male,53107,
Ashirai,Seal,Human Female,87847,
Jarms,Gunblades,Human Male,45789,
Asmophet,Vsekai,Elf Female,60096,
Tocoteca,Fayenia,Human Male,20557,
Shirabeako,,Giant Female,7085,
Muerde,Truth,Giant Male,63269,
Fairy29,Soloplayer,Elf Female,50704,
Menardi,Dinner,Giant Male,48810,
Willabyneko,Verdantabyss,Human Male,61654,
Challenger,Innocence,Giant Female,60595,
Edeott,Minecraft,Human Male,56535,
Effects,Kitsuneflame,Human Female,44617,
Skyvii,Zenko,Human Male,76071,
Nishiama,,Human Male,0,
Aithin,Joltbolt,Elf Male,59096,
Derpypanda,Gremlins,Human Male,96569,
Questbedhead,Peace,Elf Female,5681,
Madozan,,Elf Female,25565,
Zeimeki,Boundaries,Human Male,86572,
alekvic,Audicia,Human Male,91170,
Coloredcandy,,Human Female,105,
Assprie,,Human Female,3470,
lizthewizard,Wackusbonkus,Human Female,89721,
Culmination+Alexina,Laziness,Human Male,96933,
Rahleigh,Astronomy,Human Female,90838,
Bladebz+Mari,,Elf Male,0,
Kaem,Radiant,Human Male,62063,
dra011+Alexina,Ambroise,Human Male,16033,
Revolge,Yako,Human Female,64442,
Flandre969,Vanquisher,Human Female,61826,
Nepko,Breakfast,Elf Female,48633,
Yuzuyu+Tarlach,,Human Female,2696,
Suyaa,Kaiju,Elf Female,23676,
Casciel,,Elf Male,25718,
momomuoi,Infamy,Human Female,20264,
Roalena,Lost,Human Female,100890,3100003;19407;1000059
Kinakowo,Guild101,Elf Female,69986,19407;1040054
Melophile07,Severe,Human Male,31883,
Aureolim,,Human Female,78581,
Urionn,Motion,Giant Male,45235,
Coping2,,Giant Male,0,
Evildark1,Nyahoi,Human Female,42743,
Zukamemotu,,Giant Female,1850,
Tropicall,Severe,Elf Male,48896,
Guild,Sleep,Elf Male,57351,
Khuuki,Starlie,Elf Female,40367,
Salem,Taro,Elf Female,41399,
Marima,,Human Female,57834,
Mofunzone,,Human Male,42483,
Kedalia,Isekai,Human Female,129027,
Binotto,Scuderia,Human Male,1363,
Calypsi,,Elf Female,0,
Jynu,,Human Male,52077,
Shanirien,,Elf Female,22477,
Selvariya,Vulneq,Giant Female,20538,
Spaghetti,Lost,Human Male,52170,
Scharia,Huggables,Giant Female,49404,
Fugchiggen,Phase,Human Female,5179,
Saffino,Audicia,Human Female,22171,
Seongwoo,Sleep,Giant Male,42895,
Glacie,Release,Human Female,55009,
Rustthefox,Transcend,Giant Female,54248,
Qyn,Jolly,Elf Male,22416,
Lacosette,Terrasen,Human Male,82734,
Nyantai,Phase,Human Male,53246,
ORTIZ+Ruairi,Hasha,Human Male,68490,
Shiri,Lost,Elf Female,84874,
Suro,Noctis,Human Male,36745,
Tenrain,Rainconquest,Human Female,67966,
homaru+Ruairi,Lovely,Human Male,3252,
I23456,Solarium,Giant Male,69151,
Ritzel,,Human Female,54786,
puphopped,,Human Female,5064,
Babiy,Selkies,Elf Female,64078,
Underwater,Boyz,Human Male,63219,
KATEevelyn,Mercury,Human Female,37393,
bunnymochi,,Human Female,20089,
Kiahrei,Scathen,Human Female,39727,
Raize,,Human Male,0,
Unbeliavable,,Human Female,62103,
Tsaiji,Vanquisher,Human Male,54559,
justison,Drearyforest,Human Male,70155,
Serifini,,Human Female,7310,
Rhetoi,Sundew,Elf Male,53290,
Spheromancer,Lost,Human Female,73961,1020004;19407
Mizufuusen,Transcend,Human Female,53034,
trust,Moosh,Elf Female,48829,
yunaa1,Valynthearts,Human Female,5597,
liligrass,Arms,Elf Female,30076,
Raia,Boopsquad,Giant Male,45360,
Bamora,Transcend,Human Female,72693,
Arzfelk,Dragonden,Giant Male,42382,
Altasid,Yass,Giant Male,54341,
BAYAN619,Okamii,Human Male,32261,
Aiziensama,Lost,Human Male,81836,
Rahntegoth,Dinner,Human Male,26353,
Skya,Wisteria,Human Female,53679,
Chihia,Gensoukyou,Elf Female,28634,
Fayewind,Corgi,Human Female,45402,
Maxime1,,Human Male,30878,
Gaylien,,Elf Male,39950,
Hanniiyin,Delirium,Elf Female,21769,
Godspeeddss,,Giant Female,46466,
Sosanna,Kitsuneflame,Human Female,43999,
Electroiel,Capitalism,Human Male,68442,
Chethyc,,Giant Male,9793,
Pummelpal,Venice,Human Male,70309,
Jessalynna,ILLUMINARY,Human Female,60609,3100003
Jose,Hershey,Giant Male,62411,19406;41233
Chefnunu,Haniwa,Giant Male,41367,
Artemesa,Transcend,Human Female,55663,
Rebeiro,Cappuccino,Human Female,44786,
Waytopay,Lost,Human Male,91348,
Danicreates,Audicia,Human Female,68263,
saltandpep,Eradicate,Elf Female,51895,
Lordsilkwurm,Fillia,Elf Male,22925,
Chromm,Goodmorning,Human Male,63738,
Blackmagic11+Alexina,Phase,Human Male,25060,
Kirigumi,FLUVAL,Human Female,33043,
futileking,lnsane,Human Female,45804,
Ririchiya,Zenko,Elf Female,60595,
Deusa,Cwiar,Human Female,66076,
Snowfairie,,Elf Female,59,
Kroviak,,Human Male,0,
sailormun,Boopsquad,Human Female,97252,
Armanents,,Elf Female,41180,
Eronicae,Deadly,Elf Male,24184,
Loko,Goodmorning,Elf Male,63390,1270029;19406
Tigrex90,Cavaliere,Human Male,52517,
raziye,Epifan,Human Male,83668,19406
Kuolema,Hazbin,Human Male,69474,
anokosan,,Human Female,0,
Skylarz,Convocation,Giant Male,41299,
Admniu,kinggd,Human Female,24000,
Semm,Vesperians,Human Male,94170,
Leafyreef,Motion,Elf Female,36150,
Lightsfaith,Visions,Elf Male,71853,
Hajia,Isekai,Elf Female,26845,
Abibabi,FORCE,Human Female,132004,
Luminizse,Isekai,Human Female,48112,
Kaneisa,,Giant Female,20,
Aishley,,Human Female,20476,
Farbantil,,Giant Male,5158,
Dragoth,Sakura,Human Male,71871,
Burnout+Alexina,,Human Male,31210,
Skoalz,Shenanigans,Human Male,58109,
Phaedroth,Oath,Human Female,91748,
thetrollofpo,Rainconquest,Human Male,70769,
Elby+Alexina,,Human Female,28540,
Parojo,,Human Female,25694,
Vaelyria,Nibelheim,Human Female,26998,
Lethe,Goodmorning,Elf Female,108407,19407
Physio,Isekai,Human Male,71851,19406
Cannonpunch,Perseverance,Giant Female,58774,
Bunniikitty,Harajuku,Elf Female,46097,
Silvyrmist,Adventsouls,Elf Female,69405,
Advocato,,Human Male,63450,
Bwei,Myosotis,Elf Female,55054,
Alexzande,Lame,Human Male,56412,
Joesuey,Lost,Giant Male,56228,
Vythicara,,Human Female,0,
Senkugoshoha,Minecraft,Human Male,137275,
Naelune,Boreas,Human Female,31315,
Sabhara,Perseverance,Human Male,50057,
Adoration,Quiet,Human Male,69987,
Tenju,Havens,Human Male,94885,
Ailegardner,RF72,Human Female,21618,
sdfghqwaeryt,,Elf Female,9,
Cupp,Sword,Human Female,78709,
Alreykia,,Elf Female,25145,
Atakan,,Elf Male,51226,
Round9,Archive,Elf Male,41000,
Lilyana,Motion,Giant Female,44349,
Mihayel,,Giant Male,57063,
Miriai,,Giant Female,0,
brqnd,,Giant Male,219,
Zeziom+Alexina,Visions,Human Male,59013,
Korika,Sleepynights,Elf Female,49177,
Gigabewb,Wander,Giant Female,53741,
IFOnlyreal,,Giant Female,0,
Paperly,Selkies,Human Male,75076,
BMEdyo3,,Giant Female,20476,
Fantasy,Mercury,Elf Male,5546,
Unfappable,Chromatic,Giant Male,60020,
xxtheraven,,Human Male,0,
Xerter+Alexina,Giftig,Human Male,72372,
Iyolin,Eggie,Giant Male,45960,
Azurebaiser,Severe,Elf Male,64636,
Alergria,,Human Female,59597,
Mochibun,Uranus,Giant Male,22639,
Alfheim,Juice,Elf Female,25762,
Kepril+Tarlach,theholyorder,Human Female,52258,
Heresy,Terrasen,Giant Female,23598,
Manimematt,,Giant Male,41895,
Kuroshimiki,Zoltraak,Human Male,23375,
Tabulasa,Blue,Elf Female,20783,
Braid1+Alexina,Village,Elf Female,40078,
Mosu,Kirin,Human Male,57170,
mams,Baltane,Human Male,41361,
Dreamng,Boundaries,Human Male,47894,
IRandom+Alexina,,Human Female,3050,
Niteowlpocci,,Human Female,22684,
Cosmic,Mabigen,Human Female,225966,
Abreult,Gabs,Giant Male,20738,
Esteralla,,Human Female,49950,
Ycraesy,Hildred,Elf Female,61346,
Hanashizuka,Diamonds,Human Female,38674,
Inginimia,Havens,Human Female,63919,
Melipede,,Human Male,39830,
Pratix,Severe,Elf Male,40136,
Taoraholan,,Elf Female,41437,
Nekodes,lnsane,Human Female,98280,
Lukateal,Visions,Elf Female,77893,
Coldreader,Eggie,Elf Female,70432,
Yukice,BUFF,Elf Female,53853,
Alicedesu02,,Human Female,107618,
Zibruh,Ascend,Human Male,105983,3100003
Bluness,Master,Giant Male,58619,
buggin+Tarlach,Divination,Human Male,31614,
Kosti,,Elf Female,330,
Spllyns,Oogie,Giant Male,37740,
Shulei,Transcend,Human Female,66453,
Jalice,Hazbin,Human Female,68107,
Komaru,Dirty,Human Male,164565,19406;1090010;1050017
Fonzierell,Starlites,Human Female,35512,
Nisakiru,Lunisolar,Giant Male,89334,
Yuelys,Vanquisher,Human Female,54615,
Baukie,Mercury,Human Male,31106,
Nessixia,Boundaries,Human Female,55664,
Searedsalmon,,Human Male,22133,
Tickone,Heroic,Giant Male,53887,
Lapinfoot,illusia,Human Female,102796,
jonnycade,Boopsquad,Giant Male,72658,
Kaldeth,Lightguardia,Human Male,33789,
Kevy,Cheesecake,Human Male,80634,
Bigbro1984,Intimidation,Giant Male,57245,
Caidie,Gherkins,Elf Female,40461,
Toadboy,Brakebills,Human Male,26884,
Pwuto,Independent,Elf Female,21067,
Anaay,Gotei,Human Female,85782,
VVay,,Giant Female,0,
unholybirth,Braves,Human Male,31447,
Zainbora,,Giant Male,0,
Consultant,Lost,Human Male,55975,3100003;1000059;3100003;1000059
Darkfyrefox,Food,Human Female,55166,
Jeremiah,Frens,Human Male,71227,
Nqodu01,,Human Female,28110,
Traimaru,Shadowguard,Human Male,51885,
Osaya,,Human Female,20049,
Funkay14,,Human Female,0,
Artemidorus,Mazoku,Giant Male,53622,
Kamykoopa,Master,Human Female,60366,
Syurix,,Human Male,0,
Kuanhao,Grumbills,Human Male,67609,
Honeylu,,Human Female,2476,
bigbeertje,Cloudy,Human Male,71901,19406
AIyssae,,Giant Female,0,
Twikat,Lingerie,Human Female,53800,
Soll,Incubus,Elf Male,61368,
Luisitox,Gotei,Human Male,40413,
Krulux,Shenanigans,Human Male,53773,
Cookeii,,Elf Female,26721,
Grabo,,Human Male,52313,
Wimpyshrimpy+Alexina,Mythicals,Human Female,79715,
Sylvanus764,,Giant Male,0,
Novaesia,Andromeda,Elf Female,36891,
Lucinde,Lost,Human Female,66815,19407
Uanah,,Human Male,80221,
Baixueyi,Meangirls,Human Female,69104,
Bllush,Delirium,Human Female,66648,
Rucee,Thebirdreich,Human Female,24753,
thraceall,Goodmorning,Elf Male,25085,
Mernory,Rikka,Human Female,95245,
Kmixng1,kinggd,Giant Female,23147,
Yiane,,Elf Female,60197,
Akasukihama,Peace,Elf Female,50647,
Rianisia,,Human Female,0,
Astraphel,thorny,Elf Female,59693,
Emcha,Rightwing,Giant Male,63187,
Lordgansitos,,Human Male,64366,
queenlorelei,Fayenia,Elf Female,47562,
Brickks,Dragonden,Giant Female,24518,
Telomwe,Caledscratch,Human Female,28221,
Kelphae,Chai,Elf Female,66074,
Spugh18,Zephyria,Giant Male,53857,
Burial,Taro,Elf Female,63028,
Elfurself,Sundew,Elf Female,59406,
Zoroti,Noctis,Human Male,102455,
Monkeydc,Mazoku,Human Male,74065,
Dothodin,Luxubu,Giant Male,39638,
Roamera8,Latale,Human Male,8199,
Sakairi,,Human Female,23167,
Seraphrose,,Human Female,67987,
Capricorncid,Elitefour,Human Male,44933,
Lifeiya,Sakura,Human Female,65926,
kimjutu,,Elf Male,4132,
Chivele,Loot,Human Male,62056,
Midnightmlm,BUFF,Elf Female,23886,
Avyrn,Sterling,Giant Female,49860,
Ertse,Visions,Giant Male,62612,
Holyii,,Human Female,23025,
Megalee92,Peace,Human Female,55457,
Remilia,Frens,Human Female,78055,
Arianette,Chopsticks,Human Female,66313,
Ausmitel,Valynthearts,Elf Male,49003,
Emilliaqrow,,Human Female,2192,
Emain,Cloudy,Elf Female,75235,19407;3100003
Kieto,Empyrean,Elf Male,22594,
Nomolais,Sakura,Human Female,40687,
Moriiarti,Vsekai,Human Male,57044,
XRC,Motion,Human Female,48056,
tofujjigae,,Elf Female,17,
Reinhardt,Stache,Giant Male,61564,
Silmathiel,,Elf Female,29605,
Mimmzi,Takingover,Elf Female,46408,
Rinistorm,lnsane,Giant Female,111023,
Maikuzin215,,Elf Female,22607,
Revengers,,Human Male,49985,
Perthronet,Sword,Human Male,66543,
Noss,Juice,Human Male,117403,
Imq,Fillia,Human Male,59664,
Roseshadows,Nomad,Human Female,79391,
TDSRex0,LOF4,Human Male,62134,
Efi,Juice,Human Female,38051,
Diminuedo,,Elf Male,2727,
Ryoutaru,Ashen,Human Female,46899,
Bigby,Goodmorning,Human Male,124124,
Foreknowing,,Giant Female,55905,
Maroonedwolf,,Human Male,313,
Bardox+Alexina,Livheimr,Elf Male,67738,
Boboxox,Eloquent,Elf Female,21734,
Akemiie,Sundew,Giant Male,52750,19406;41233;3100003
Akasia,Wander,Human Male,50348,
Azurelegion,thorny,Human Male,47662,
Morrigan,Imperium,Human Female,43162,
Kantoko,Rememberance,Human Male,23446,
MIYUGREER,,Giant Female,27591,19407
Kuraikastu,Audicia,Human Female,94137,
Koritastic,,Human Male,0,
Feverstone,,Elf Male,0,
Kaylosh,Havens,Elf Male,53285,
Lucielle96,,Human Female,0,
Bubbles,Ruby,Giant Female,60640,41233;19407;3100003
Shinkusora,,Elf Male,9523,
Ayamako+Mari,Astartes,Human Female,50780,
Sig,Valencia,Elf Male,124145,
Turdlesoup+Alexina,Rururu,Human Female,5130,
mood,Whaleforce,Elf Female,47586,1650001;3100003;3100003;19407;1230039
Darling,Deer,Human Female,47166,
Mangks,,Human Female,23844,
xfoxyroxyx,Frens,Human Female,41085,
Jenaux,Valencia,Elf Male,79824,19406
Town,Dungeon,Human Male,68899,
Darkego78,Shenanigans,Human Male,64726,
GOKOOL,Rememberance,Giant Male,40661,
Barbies,Oekaki,Human Female,33276,
Karindor,Shakari,Giant Male,53421,
Valerian,,Giant Female,40930,
Sexydaddy,Severe,Elf Male,78260,
Psylocin,Vixxen,Elf Male,22306,
Lonefox,Luxubu,Elf Female,49619,
hemeh+Alexina,Kitsuneflame,Human Female,29696,
ukikaze,SAINTXGUARD,Human Male,20769,
Alzunai,Rainconquest,Human Female,54578,
Aphroboi,Motion,Human Female,31112,
Dentior,Nekojima,Elf Male,68487,
Eatspeople,Sprouts,Human Male,70500,
Ririria,Zephyria,Elf Female,27470,
Ezraidyn,Dragonden,Elf Female,50118,
Purunga+Alexina,,Giant Female,3477,
Jakean,,Giant Male,2033,
Athareia,Mazoku,Human Female,74380,
Artwaltz,,Giant Female,0,
Happyneko,Drycera,Elf Female,47373,
Ashravacka,Ishenama,Human Male,24673,
Disneybish,,Human Female,37412,
NNiiko,,Giant Male,10,
Nyavafae,,Human Female,21867,
Hermioneko,,Human Female,20496,
loonybin,Boundaries,Human Male,58934,
Generalbun,Mechanics,Giant Male,40238,
onlybonks,Nakamas,Human Male,53416,
Dollflowers,Valencia,Elf Female,43630,
Midorisweet,,Giant Female,776,
Yuyuwii,Nakamas,Elf Male,53124,
Glazelily,Rememberance,Elf Female,21966,
Stephenie,Toasty,Human Female,56892,
Aarlong,,Giant Female,48842,
Ray,Oekaki,Elf Female,55550,
DKM,Lost,Human Male,75065,19406;1000059;3100003;3100003;1000059
Igandea,,Human Female,40535,
Regressor,Isekai,Human Male,77172,
Astrokalis,Hildred,Human Male,94656,
Okomochi,Lost,Giant Female,75414,1010070;3100003;3100003
kqi,Fillia,Human Female,4711,
Mastereese,Hobolympics,Giant Male,29287,
Solestrie,Isekai,Elf Female,45780,
Arwendolyn,Noircats,Human Male,23388,
Musicalpally,,Human Male,0,
IHero,Gate,Human Male,107423,
glz1000,Dragonfly,Elf Female,47541,
gehee321,Ponder,Elf Female,54522,
Arkayus,,Human Male,10501,
Vampirism,,Human Female,0,
Sylowl0,Archive,Human Male,22112,
December,Laevateinn,Human Male,91100,
Schoo,,Human Female,0,
Taegryn,,Elf Female,0,
Miatapinata,,Elf Female,25207,
Railfire,Sword,Human Male,109225,
Alcyreues,Swirl,Human Male,74543,
Mason9,Kirin,Giant Male,51045,
Mstifa,Shenanigans,Human Female,900,
Tiramisah,,Human Female,20476,
Reupt,Motion,Human Male,27562,
Srenei,,Human Female,45823,
Rekimichan,Zenko,Human Female,73490,
Magnee,Astronomy,Human Male,46459,
Taxxes,Delirium,Giant Male,98791,19406
Takomi,Tojo,Human Male,33294,
Jackson1,,Human Male,40396,
uij,Mabigen,Giant Female,27062,
SIGNALS,Sleep,Giant Male,73131,
Yurucia,Nekocafe,Elf Female,89110,
Hassaikai,Pillage,Human Male,45885,
Demons,,Elf Female,25540,
xen,Sauce,Human Male,56381,
Ruma+Tarlach,Royalflush,Elf Male,75877,
Strawberryko,Mistake,Human Female,44691,
Shoobly,Motion,Human Female,56336,
Citreous,Aruarian,Giant Male,54350,
Demonzethos,Dicedorks,Human Male,22738,
Ealyn,Severe,Elf Female,54200,
Meryuu,Feline,Human Female,47162,
Tarvitz+Mari,Optimates,Human Female,47772,
Resoel+Alexina,Prudentia,Human Male,34855,
Sakunugget,,Human Female,40022,
Kalastriah,,Human Female,3,
Pazuzu,,Human Female,63430,
Tension,Juice,Human Male,78722,
Gllow,Delirium,Elf Female,44418,
Jae,Goodmorning,Human Male,105775,19406
Chibix3,,Human Female,66091,
Selessia,Onlynyans,Human Female,38700,
Minkiemoo,Dinner,Giant Female,45782,
Crossaints,Sprout,Elf Female,4207,
Aska,Oaks,Human Female,115310,
Romance,GRUMPY,Human Female,80434,
Hobo,Poor,Elf Female,5445,
Eunicorne,Milkis,Human Female,79710,
Rhaszel+Alexina,,Giant Male,0,
Massivehero,Magical,Elf Male,39716,
Aldrask,Motion,Giant Male,56840,
Sashalicious,THEChaos,Human Female,90128,
Jirokure,Wander,Human Male,54171,
Fontanne,Magical,Elf Female,48798,
Wow,Valencia,Giant Female,53378,
Eunharei,Alliances,Human Female,12119,
Sellsall,Imperium,Human Female,100305,
Loris,Dungeon,Human Female,27771,
Kingkamii,Inquisitors,Human Male,88860,
Stelnade,,Giant Female,20933,
Shadiggler,Sundew,Human Female,65712,
Hisoo,,Elf Female,5615,
Brodeh,Cozycrew,Human Male,2936,
Massive,Equites,Giant Male,51059,
Castaneta,Audicia,Elf Female,22239,
youmxi,,Human Female,0,
Izuki,Niflhel,Elf Female,44156,
Syrens,Somnus,Human Female,61145,
Wuoy,Nelson,Human Female,48100,
Relicre,,Elf Male,49297,
Auraelya,Darkmoon,Human Female,47696,
Innessa,Kirin,Giant Female,55264,
Dreamgod,Orcaforce,Human Male,37986,
Latypica,Oaks,Human Female,58412,
Naomii,,Elf Female,22603,
Mizodorte,Transcend,Human Male,101737,
Husy15,Severe,Human Male,64136,
Bloodredruby,Visions,Human Female,51938,
Marsinitea,,Elf Female,41037,
Dung55555,AOGIRI,Elf Female,21252,
Vanillux,Coexist,Human Female,23017,
HALONSCROLLS,,Giant Female,38923,
echoes65,Prince,Human Female,48117,
Nust,Mazoku,Giant Male,49188,
Lachesys,,Elf Female,0,
Evrea,Wilnas,Human Male,42575,
Lydirlona,Hanyou,Human Female,59650,
Rinzi+Mari,,Human Male,205,
Sonder,Moosh,Human Male,62602,
Emoavenger96,,Human Male,47483,
Chiisukara,Vesperiatale,Human Female,41454,
Yosuri,,Human Female,23570,
Faerinne,Blossom,Elf Female,24308,
Thanwa,,Human Male,0,
Sakura1617,Adventsouls,Human Female,55262,
Artyom,Blood,Human Female,46406,
Sadutara,Shenanigans,Elf Female,29102,
Kabanchan,Lullaby,Human Female,65288,
Sebetharen,,Human Male,12480,
Notalt,Juice,Human Female,86437,
ALTEQT,Rainconquest,Human Female,43620,
Mikki,Kitsuneflame,Elf Female,29723,
Enemegio,theholyorder,Human Female,21698,
izzykuroneko,Aitailians,Human Female,53360,
Juniperunes,,Human Female,28713,
speedmax,Alliances,Human Male,23220,
Veexh,Available,Elf Male,36809,
Moandib,VALAR,Human Female,47788,
Silencine,,Human Female,2995,
Kaskon,Lealta,Human Male,31908,
Takuma,Juice,Human Male,110092,
Hakushi,Peace,Human Male,102375,
Ershty,Wander,Human Female,80175,19407
yunnt,Arkadia,Elf Female,50726,
Penelo,Goodmorning,Human Male,74503,
Arachnopara,Eradicate,Human Male,56963,
Gingwell,Uchiha,Human Male,44223,
Paravex,Wander,Human Female,119607,
BBipp,Eggie,Giant Female,77453,19407
Loham,Rememberance,Human Male,24919,
Missaeri,,Elf Female,0,
Dargim,Rememberance,Giant Male,28785,
Guttz,Delirium,Elf Female,29288,
Skeithphase1,,Human Male,0,
Velanidya,,Human Female,7518,
LPX,,Human Male,7727,
Mariarcher,Holyguardian,Human Female,56751,
Tommytom14,Cintre,Human Male,28480,
Robin017,Archery,Human Male,21581,
linfang,Eloquent,Human Male,47576,
Urzui,Archive,Human Male,98496,
Valakira,Cozycrew,Human Female,60524,
Faithfulity,Blossom,Elf Male,21839,
Lovemastery,Bishojo,Elf Female,55833,
Aielis,Arrayofstars,Human Female,25376,
Meellah,Audicia,Human Female,22728,
Enaria,Kyndred,Human Female,63770,
Novamagician,,Human Female,49200,
Kzoo+Alexina,Drowsy,Human Male,23427,
Wheezingyeen,Niflhel,Human Female,67164,
Noix11,Frens,Human Male,57364,
Aradia,Transcend,Human Female,86822,
Hadescloudx,,Elf Male,50773,
Rubyrhubarb,Soloist,Elf Female,71166,
Celaiya,thorny,Human Female,23709,
Pleaseask+Alexina,,Human Female,5032,
Purpledino,Oekaki,Elf Female,62587,
Kroatan,,Human Female,0,
Mizhuo,Monochroma,Human Female,57575,
Erizrara,,Human Female,2726,
adfgbaergaed,,Elf Female,1,
